Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Winter,Spring,Summer,Autumn,Annual
2007,-11.51987553735484,-16.84335446332143,-13.932113148709677,-2.958134444133334,3.5101026881935486,9.314548889100001,10.50780591364516,10.191634677838708,4.036970000233334,-2.886563978483871,-8.3632738889,-15.303086289967743,-14.555438763548004,-4.460048301549821,10.004663160194623,-2.4042892890501792,-2.8537782984883444
2008,-17.470438171709677,-14.317189654620693,-7.8558572578709684,-2.898533611066667,4.3862642471290325,6.773107222066667,8.416879300580646,8.276873924483871,3.9272619444333325,-3.0184043010000003,-8.965214721766667,-16.769588978903226,-16.185738935077865,-2.122708873936201,7.822286815710394,-2.685452359444445,-3.2929033381870294
2009,-16.593533333548386,-13.920740178321429,-12.216639457870967,-2.3761177776999998,4.477192741903226,10.142848055833333,13.676832257838711,9.21887365632258,4.1414433333666665,-2.936321774322581,-9.892934722199998,-12.222798387322582,-14.245690633064134,-3.37185483122258,11.01285132333154,-2.8959377210519706,-2.3751579655017863
2010,-12.816371505032256,-7.5041401783928565,-6.526198644129033,-1.4812308333333335,5.362912903419355,8.529044166533334,10.655429032322578,10.427144085967743,3.8396116666,-2.484362365516129,-7.9674919447,-17.906465053193543,-12.742325578872885,-0.8815055246810038,9.870539094941218,-2.204080881205376,-1.4893432224545116
2011,-13.38869865532258,-14.578727380571427,-12.874807432903223,-3.080509444433333,5.06972903232258,9.217858888966669,10.170110484129033,7.029720967806452,3.2036966666666657,-2.367748655967742,-14.349187777666664,-8.861008871129036,-12.276144969007682,-3.6285292816713253,8.805896780300717,-4.504413255655913,-2.900797681508551
2012,-16.256349731096773,-8.400652011689655,-8.975521879935487,-0.6386927777333333,2.0651379031935484,7.834516389233333,9.786078762903225,9.017467472967743,4.296664999800001,-5.494696505193549,-14.418962778633333,-17.593124999774197,-14.083375580853541,-2.516358918158424,8.8793542083681,-5.205664761342294,-3.23151126299654
2013,-9.681234139741937,-7.3310654762857155,-11.230340743870967,-6.933444999966666,4.835247042483871,11.059251944333335,11.733420698903226,11.333173655903229,5.483497499733334,0.33959758064516127,-12.269851667133334,-14.840100806548387,-10.617466807525346,-4.442846233784587,11.375282099713262,-2.148918862251613,-1.4584874509620716
2014,-5.4990776880645145,-15.977405059178569,-10.831105212903227,-2.0623047222666666,6.168765053838709,7.452396666733334,10.527900806483872,9.165430376451608,4.310067500200001,-2.2771408601612904,-7.896701111166667,-7.988589785064517,-9.821690844102532,-2.2415482937770617,9.048575949889605,-1.9545914903759858,-1.2423136695914938
2015,-9.76108470283871,-10.230745988357143,-6.4601750970000005,-2.7473662335666664,8.766330527903225,9.6547121808,10.282675577580646,8.27088849464516,2.9854824166000005,-0.35816909945161296,-8.737654833366667,-11.871952217258066,-10.62126096948464,-0.14707026755448047,9.402758751008601,-2.0367805054060932,-0.8505882478591527
2016,-7.932141532064516,-7.648491781172414,-4.246880966387097,1.043974874933333,6.2712556015161285,9.937568485533331,11.53057822651613,10.345359502419356,4.416299138633334,-3.781071833290323,-7.744593472466667,-14.700868010225808,-10.09383377448758,1.0227831700207883,10.604502071489605,-2.369788722374552,-0.20908431383793408
2017,-11.45855395148387,-11.114707321178571,-14.269026449645162,-0.7454797222000002,4.64152576616129,8.860566666366667,10.221100847064516,10.297111142774193,5.625691569400002,-1.6376609139032259,-14.7890700547,-9.825675496935485,-10.799645589865975,-3.4576601352279575,9.792926218735126,-3.6003464664010747,-2.0161814931899706
2018,-13.439168562419356,-14.373076353714284,-9.126797200806449,-3.607245805366667,4.6996111020967755,8.955515971933332,12.756243185387095,10.08743186812903,3.5566689027333336,-0.4229702418387097,-6.902678194333334,-10.229098010548386,-12.680447642227342,-2.6781439680254464,10.599730341816487,-1.2563265111462367,-1.5037969448956348
2019,-12.50328909932258,-14.110792380142858,-3.8966696067096773,-1.3763968610333335,7.151157161258065,9.817470958366668,12.519320053225805,9.401795712322578,6.426720013833332,,,,,0.6260302311716849,10.579528907971683,,
